107,7474
131,7123
57,4664
73,2796
125,1302
115,9829
132,2697
96,9716
101,2552
92,7222
13,7026
97,7542
93,7020
108,5406
76,2119
151,8184
104,2264
86,6640
111,0191
146,9224
94,6074
69,2074
132,9616
92,5480
103,5208
68,5865
85,7716
69,1631
147,2831
61,1293
91,9577
97,5770
120,9224
96,8731
124,9596
112,5674
59,0449
157,8874
89,2134
141,0181
79,8486
101,9134
120,3537
84,5687
134,5968
120,1331
70,3283
88,0355
160,5752
107,8201
137,9633
154,4415
122,3389
51,6226
101,2517
63,7139
123,8848
73,3481
127,2906
97,1148
138,4575
109,5152
133,2627
80,2509
115,0069
43,0649
121,5303
120,6745
64,7945
91,3823
121,6498
133,3653
100,9613
132,2794
139,1892
113,9329
42,4611
54,5269
117,8465
130,7597
127,5081
125,3090
54,7225
98,0391
58,7838
55,8194
93,8374
27,0919
109,0840
79,4190
95,7024
110,2074
129,8887
71,1136
130,4833
109,4855
118,5013
146,9116
38,9355
96,1694
68,0859
95,4939
85,8825
100,0595
99,5898
115,0356
106,4712
150,5179
131,1194
87,3906
74,8070
110,9543
70,4946
111,1484
93,5969
137,9501
113,2879
96,1188
172,6316
152,2474
26,2810
138,2571
80,4949
71,6719
178,5312
52,7544
103,3763
78,6776
90,0656
117,9178
86,9219
34,6155
101,4084
107,4636
46,9194
33,6921
81,2213
74,4622
54,1362
83,5928
90,5001
119,0132
71,5128
110,4109
112,8963
75,2613
107,2585
111,7146
91,6953
93,3879
163,4663
124,0719
117,4409
83,4806
88,9319
102,5715
69,2291
-8,8150
55,7408
105,9737
104,1910
90,7257
168,7994
134,7240
100,2214
89,6867
62,1380
100,4620
122,2990
102,2778
134,0281
120,1769
106,2200
149,2062
142,8270
45,1412
132,3133
17,1068
153,5275
102,9103
99,2152
88,7414
106,2127
81,8259
51,1942
131,2388
152,7894
105,1371
118,1982
77,6424
97,8326
75,2879
78,3895
83,8802
136,0059
98,0746
99,6120
99,8709
70,7649
167,1995
92,4324
89,2919
84,9851
118,8871
112,8309
87,3033
95,5655
115,0404
118,8137
114,4780
100,4847
101,2625
25,0354
122,8068
89,0006
85,9777
92,4037
86,2672
84,2437
173,6756
83,5520
125,5853
101,6853
98,5150
145,5216
58,6821
105,0674
123,1354
138,7966
114,2430
79,1067
93,6032
116,4998
96,0661
79,1256
106,0918
93,2036
160,4758
156,7123
110,0429
102,4451
76,4863
155,4661
120,9753
57,0892
42,8065
86,7564
109,2979
116,1646
122,8988
